city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Bangalore,Electronics City Phase 1,3,4,3,4,acept,not furnished,6261,7500,894,96,14751
Chennai,Kovalam,4,6,3,-,acept,not furnished,3600,20400,2100,309,26409
Chennai,Kovilambakkam,3,3,0,-,acept,not furnished,0,9150,900,138,10188
Bangalore,NRI Layout,4,4,3,1,not acept,furnished,6300,18000,2454,231,26985
Bangalore,Babusapalaya,2,2,3,20,acept,furnished,9342,10200,1389,132,21063
Bangalore,Hosa Road,1,1,1,5,not acept,furnished,1800,10500,276,135,12711
Chennai,Saidapet,3,2,2,13,acept,not furnished,2502,6000,444,78,9024
Chennai,Anna Nagar East,3,2,3,15,acept,not furnished,5700,11730,1251,150,18831
Bangalore,Hennur,2,1,1,17,not acept,furnished,690,4875,75,63,5703
Bangalore,Subramanyapura,2,2,2,20,not acept,furnished,3750,28800,651,366,33570
Bangalore,Chandapura,1,1,0,1,not acept,furnished,1650,9150,75,117,10992
Bangalore,Gubbalala,2,1,1,8,acept,not furnished,0,9000,0,117,9117
Bangalore,Sarjapur  Road,1,2,1,-,acept,not furnished,0,4500,375,69,4944
Bangalore,Electronic City Phase II,1,1,0,2,not acept,not furnished,1047,5415,0,69,6531
Bangalore,Koramangala,1,1,1,3,acept,not furnished,1980,9900,330,126,12336
Bangalore,Sarjapur  Road,2,1,0,12,acept,furnished,2145,6300,342,81,8868
Bangalore,Kambipura,2,3,1,4,acept,not furnished,2265,13017,255,165,15702
Bangalore,Gubbalala,2,2,1,2,acept,not furnished,2277,10434,225,42,12978
Bangalore,Begur Road,3,3,2,11,acept,not furnished,13500,27000,1752,345,42600
Bangalore,5th Block Hbr Layout,4,4,4,10,acept,furnished,7740,6000,1218,78,15036
Bangalore,Raja Rajeshwari Nagar,1,1,0,-,acept,not furnished,0,3300,90,42,3432
Bangalore,Malleshwaram,2,1,1,9,acept,not furnished,2970,7890,1134,102,12096
Bangalore,Electronic City,2,2,2,-,acept,not furnished,0,6000,0,93,6093
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3750,102,57,3909
Bangalore,Nagavara,4,3,2,-,acept,not furnished,0,8670,0,132,8802
Bangalore,Electronic City,2,2,0,-,acept,not furnished,0,7500,660,114,8274
Bangalore,Whitefield,1,1,1,8,acept,furnished,1800,8400,0,60,10260
Bangalore,Hennur Road,3,1,1,2,not acept,not furnished,1800,7200,0,93,9093
Bangalore,Chandapura,2,2,1,12,not acept,furnished,2940,18000,750,231,21921
Bangalore,Electronic City Phase II,1,1,0,2,acept,not furnished,900,4650,375,60,5985
Bangalore,Whitefield,2,1,0,-,not acept,not furnished,0,3600,0,57,3657
Chennai,Peerakankaranai,3,3,3,6,not acept,furnished,3000,15000,849,192,19041
Chennai,Neelankarai,2,2,2,-,acept,not furnished,0,12900,450,195,13545
Bangalore,Marathahalli,4,4,3,-,acept,not furnished,0,38700,1752,582,41040
Bangalore,Dommasandra,4,3,4,24,acept,not furnished,8940,30600,5448,390,45390
Bangalore,Chandapura,2,2,1,9,acept,not furnished,2244,8400,666,108,11418
Bangalore,Marathahalli,4,6,4,20,acept,not furnished,11100,36000,4752,459,52320
Bangalore,Bommanahalli,3,2,2,8,acept,not furnished,2709,4500,177,60,7446
Bangalore,Electronic City,3,1,0,5,acept,not furnished,2700,4851,0,21,7572
Bangalore,Chikkalasandra,4,4,4,9,acept,not furnished,18000,45000,10002,573,73590
Bangalore,Hebbal,4,5,2,-,acept,not furnished,0,24000,1014,363,25377
Bangalore,Munnekollal,3,4,3,1,acept,not furnished,4788,24000,2460,306,31560
Bangalore,Kodichikkanahalli,6,3,4,-,acept,not furnished,0,24000,4575,363,28938
Bangalore,Yeshwanthpur,10,9,8,-,acept,not furnished,0,24990,1650,378,27018
Bangalore,Hosa Road,1,1,1,16,not acept,furnished,1032,6600,135,84,7851
Bangalore,Banashankari,3,3,3,-,not acept,not furnished,0,30000,3876,453,34320
Bangalore,Banashankari,4,5,2,-,not acept,furnished,0,22500,0,339,22839
Bangalore,Uttarahalli,1,1,1,10,acept,not furnished,5400,7500,540,96,13536
Bangalore,Hormavu,4,4,3,9,acept,not furnished,5970,24750,1782,315,32820
Bangalore,Kanakpura Road,2,1,0,3,acept,furnished,780,5400,0,69,6249
Bangalore,Marathahalli,3,2,2,-,acept,furnished,0,26460,489,399,27348
Bangalore,Hebbal,5,4,5,6,acept,not furnished,6900,8400,2400,108,17808
Bangalore,Hulimavu,1,1,0,5,acept,not furnished,1269,4800,0,63,6132
Bangalore,Ardendale,1,1,1,4,not acept,furnished,1611,9228,240,117,11196
Bangalore,8th Phase JP Nagar,2,1,1,6,not acept,furnished,1620,8400,0,108,10128
Bangalore,Devanahalli,2,3,1,1,acept,not furnished,2070,6342,450,81,8943
Bangalore,Hoodi,3,4,3,18,acept,not furnished,3300,12000,1467,153,16920
Bangalore,Hebbal,3,4,4,18,acept,not furnished,6600,9900,2556,126,19182
Bangalore,Domlur,2,2,1,-,acept,not furnished,1200,7800,0,99,9099
Bangalore,Whitefield,1,1,0,3,acept,not furnished,1050,8400,0,108,9558
Bangalore,Raja Rajeshwari Nagar,1,1,0,1,acept,not furnished,0,2622,90,36,2748
Bangalore,Ardendale,1,1,1,13,not acept,furnished,1845,8400,126,108,10479
Chennai,Guduvancheri,1,1,1,1,acept,not furnished,1440,3600,156,48,5244
Chennai,Poonamallee,5,2,4,-,acept,not furnished,0,9600,807,147,10554
Chennai,West Tambaram,2,1,0,2,acept,not furnished,1134,2400,93,33,3660
Bangalore,Thanisandra,3,4,3,18,acept,furnished,7050,18600,3252,237,29139
Bangalore,Chikkalasandra,4,4,4,19,acept,not furnished,14700,33150,11100,423,59370
Bangalore,Hormavu,3,2,1,14,acept,furnished,5010,31500,252,402,37170
Bangalore,Mahadevpura,1,1,0,8,acept,not furnished,990,3750,57,48,4845
Bangalore,Whitefield,1,1,0,-,acept,not furnished,0,3150,177,48,3375
Bangalore,Hosur Road,3,5,1,10,acept,not furnished,2250,16530,0,210,18990
Bangalore,Poorna Pragna Layout,4,2,6,-,acept,furnished,0,45000,5001,678,50670
Bangalore,Uttarahalli,2,1,1,18,not acept,not furnished,1650,4500,501,60,6711
Bangalore,Jakkur,3,4,3,2,acept,not furnished,11400,17850,3627,228,33120
Bangalore,Nagasandra,5,5,5,-,not acept,not furnished,0,45000,10002,678,55680
Bangalore,JP Nagar,3,3,7,-,acept,not furnished,0,26010,1350,393,27753
Bangalore,Haralur Road,3,3,2,7,acept,not furnished,3900,10200,600,132,14832
Bangalore,Uttarahalli,2,2,2,-,acept,not furnished,0,7395,0,114,7509
Chennai,Sholinganallur,2,1,1,-,not acept,not furnished,0,2490,0,39,2529
Chennai,Avadi,1,1,1,6,not acept,not furnished,1695,2208,0,30,3933
Bangalore,Cunningham Road,4,4,4,4,not acept,not furnished,11571,15000,4908,192,31680
Bangalore,Basavangudi,2,2,1,2,not acept,not furnished,2106,4800,0,63,6969
Bangalore,Sector 7 HSR Layout,4,4,4,1,acept,not furnished,6930,30000,255,381,37560
Bangalore,Devi Nagar,4,5,7,28,acept,not furnished,17355,42000,7941,534,67830
Bangalore,Indira Nagar,1,1,0,2,acept,not furnished,0,4050,186,54,4290
Bangalore,TC Palaya,2,1,0,-,not acept,not furnished,0,2940,0,45,2985
Bangalore,Varthur Road,3,5,4,-,acept,not furnished,7740,27000,2313,408,37470
Chennai,tambaram west,2,1,1,3,acept,not furnished,1446,2493,0,33,3972
Bangalore,Rachenahalli,1,1,1,1,acept,furnished,1425,10500,210,135,12270
Bangalore,Thanisandra,3,4,1,8,not acept,furnished,6600,18000,1125,231,25956
Bangalore,Ramamurthy Nagar,2,1,3,5,not acept,not furnished,2100,7500,750,96,10446
Bangalore,Begur Road,2,4,2,-,acept,furnished,0,18600,3600,282,22482
Bangalore,Begur Road,3,4,2,-,not acept,not furnished,0,10500,828,159,11487
Bangalore,Haralur Road,3,2,2,-,not acept,not furnished,0,7500,0,114,7614
Bangalore,Old Madras Road,4,5,2,4,acept,not furnished,12900,16500,3345,210,32970
Bangalore,Begur,3,3,1,18,acept,furnished,5712,36000,1458,459,43620
Bangalore,Bannerghatta Road,3,4,2,-,acept,not furnished,561,10350,447,156,11514
Chennai,Pallavaram,2,1,1,2,acept,not furnished,732,3000,0,39,3771
Chennai,Vadaperumbakkam,3,2,1,2,acept,not furnished,2850,6600,468,84,10002
Bangalore,Subramanyapura,2,2,0,12,not acept,not furnished,4500,18900,1362,240,25002
Bangalore,Bannerghatta Road,4,4,4,-,acept,not furnished,0,12000,0,183,12183
Chennai,Mambakkam,3,2,2,7,acept,not furnished,4950,3600,636,48,9234
Bangalore,RWF West Colony,5,4,3,-,acept,not furnished,0,24000,2700,363,27063
Bangalore,Yelahanka,1,1,1,8,not acept,not furnished,2400,5025,150,66,7641
Bangalore,Yeshwanthpur,3,5,5,-,acept,not furnished,0,37500,0,564,38070
Bangalore,Banashankari,5,5,4,8,not acept,not furnished,9000,21600,4251,276,35130
Bangalore,HRBR Layout,3,2,2,12,acept,not furnished,3717,8010,564,102,12393
Chennai,Pozhichalur,3,3,1,14,not acept,not furnished,5100,19500,0,249,24849
Bangalore,Varthur,2,2,0,6,not acept,not furnished,1935,4200,276,54,6465
Bangalore,Marathahalli,4,5,5,3,acept,not furnished,13500,26400,8250,336,48480
Chennai,Sunnambu Kolathur S Kolathur,5,4,8,-,acept,not furnished,0,10380,1200,159,11739
Bangalore,Shivaji Nagar,3,3,0,9,not acept,furnished,5484,36000,1416,459,43350
Bangalore,Sarjapur  Road,2,1,0,-,not acept,not furnished,0,3450,177,54,3681
Bangalore,7th Phase JP Nagar,2,1,1,14,acept,not furnished,840,3375,78,45,4338
Chennai,Pallavaram,2,1,1,3,acept,not furnished,576,3060,0,39,3675
Bangalore,Kanakpura Road,2,1,1,5,acept,furnished,1800,9900,201,126,12027
Bangalore,KR Puram,2,1,1,6,acept,not furnished,1959,6300,33,81,8373
Bangalore,TC Palaya,1,1,1,14,acept,furnished,1800,8400,336,108,10644
Chennai,Karapakkam,3,2,1,2,not acept,not furnished,1860,3300,180,42,5382
Bangalore,Hoodi,3,2,1,6,not acept,not furnished,5220,7200,1020,93,13533
Bangalore,Nagavara,3,5,3,15,acept,not furnished,6936,22950,3924,291,34110
Bangalore,Ambedkar Nagar,1,1,0,3,acept,not furnished,300,4800,0,63,5163
Bangalore,Indira Nagar,2,1,1,4,acept,not furnished,1620,6240,0,81,7941
Bangalore,Sarjapur  Road,2,1,1,3,not acept,not furnished,2130,2460,135,33,4758
Bangalore,Frazer Town,4,5,6,-,acept,not furnished,0,18000,9000,153,27153
Bangalore,Chandapura,2,2,0,6,acept,not furnished,1200,5730,0,75,7005
Chennai,Velachery,1,1,0,9,acept,not furnished,2010,2400,117,33,4560
Bangalore,Attibele,2,1,0,2,acept,not furnished,1767,8550,0,111,10428
Bangalore,Seegehalli,3,1,1,10,acept,not furnished,2286,6900,75,90,9351
Bangalore,Hennur Road,2,1,1,-,acept,not furnished,0,8205,57,126,8388
Bangalore,Electronic City,3,2,0,3,not acept,not furnished,2400,6000,750,78,9228
Bangalore,Rajaji Nagar,2,1,1,1,acept,not furnished,0,6600,540,84,7224
Bangalore,Ulsoor,2,2,1,6,not acept,furnished,3300,12000,30,153,15483
Bangalore,Kanakpura Road,2,2,2,7,acept,not furnished,2682,3300,630,42,6654
Bangalore,Kasavanhalli,1,3,2,6,acept,not furnished,4500,24000,1251,306,30060
Bangalore,Bellandur,5,3,2,-,not acept,not furnished,0,27000,0,408,27408
Bangalore,Dodda Nekkundi,3,4,3,7,acept,not furnished,5100,13500,1719,174,20493
Chennai,Selaiyur,3,1,1,4,acept,not furnished,924,2550,138,33,3645
Bangalore,Hosa Road,1,1,0,-,not acept,not furnished,0,3000,252,48,3300
Bangalore,Yelachenahalli,5,6,4,-,acept,not furnished,0,45000,3357,678,49050
Bangalore,Haralur Road,3,3,2,10,acept,not furnished,4710,12000,1545,153,18408
Bangalore,Cox Town,4,4,3,6,acept,not furnished,12000,27000,4251,345,43590
Bangalore,Varthur,1,1,1,-,not acept,not furnished,0,3900,27,60,3987
Chennai,T Nagar,3,1,1,1,not acept,not furnished,1053,2670,120,36,3879
Bangalore,Kogilu,1,1,0,-,not acept,not furnished,0,2700,30,36,2766
Bangalore,Bannerghatta Road,2,3,0,-,acept,not furnished,0,21000,1350,318,22668
Bangalore,Old Airport Road,2,1,1,5,acept,not furnished,2985,7500,0,96,10581
Bangalore,Budigere,2,2,1,14,acept,not furnished,1800,14700,501,189,17190
Bangalore,Keshava Nagar,3,2,2,-,acept,not furnished,0,14400,1938,219,16557
Bangalore,Banjara Layout,4,3,6,8,acept,not furnished,13200,30000,5001,381,48570
Bangalore,Bisuvanahalli,4,5,4,-,acept,not furnished,900,19500,1251,294,21945
Bangalore,KR Puram,2,1,0,-,acept,not furnished,0,4800,150,75,5025
Bangalore,Varthur,2,2,0,3,not acept,not furnished,1800,6000,0,78,7878
Bangalore,Thanisandra,3,3,1,11,not acept,not furnished,9600,11400,2502,147,23649
Chennai,Mylapore,3,1,2,3,acept,not furnished,1458,4500,147,60,6165
Bangalore,Kalyan nagar,1,1,0,-,acept,not furnished,0,2610,0,42,2652
Bangalore,Sarjapur  Road,2,2,1,16,not acept,not furnished,1986,13500,366,174,16026
Bangalore,Tumkur Road,3,2,1,17,acept,not furnished,4500,16500,801,210,22011
Bangalore,Sarjapur  Road,2,2,1,6,acept,not furnished,1995,6000,0,78,8073
Bangalore,Yeshwanthpur,3,4,3,-,acept,not furnished,0,30000,3567,453,34020
Bangalore,Vidyaranyapura,4,5,4,-,acept,not furnished,0,12000,822,183,13005
Bangalore,Whitefield,1,1,1,-,acept,not furnished,0,2700,177,42,2919
Bangalore,BEML Layout,2,1,1,-,acept,not furnished,0,10950,690,165,11805
Bangalore,Hennur Road,2,2,2,7,acept,not furnished,4890,9120,966,117,15093
Bangalore,Uttarahalli,2,1,1,5,not acept,not furnished,1980,8700,0,111,10791
Bangalore,Hennur Road,3,2,1,10,acept,not furnished,2802,4350,195,57,7404
Bangalore,Padmanabhanagar,2,1,1,1,acept,furnished,3900,7800,300,99,12099
Bangalore,Harlur,3,3,3,3,acept,not furnished,12396,11400,2856,147,26799
Bangalore,Abbigere,3,3,3,4,acept,furnished,7470,45000,3600,573,56640
Bangalore,Hoodi,3,4,2,2,acept,not furnished,4200,7500,1551,96,13347
Bangalore,Mico Layout,3,3,1,11,acept,furnished,2658,26550,0,339,29547
Chennai,Muttukadu,1,1,0,8,not acept,not furnished,981,1785,36,24,2826
Bangalore,Ramamurthy Nagar,3,2,1,8,not acept,not furnished,2115,5700,210,75,8100
Bangalore,Banashankari,2,4,8,-,not acept,not furnished,0,9900,1350,150,11400
Bangalore,Talaghattapura,2,1,0,2,not acept,not furnished,0,6000,15,78,6093
Bangalore,Begur Road,5,4,3,-,not acept,not furnished,0,24000,1275,363,25638
Bangalore,Thigalarapalya,4,4,4,5,acept,not furnished,9000,39300,3975,498,52770
Bangalore,HRBR Layout,1,2,2,7,acept,furnished,0,25167,0,321,25488
Bangalore,Uttarahalli,3,2,2,4,acept,not furnished,2070,7950,276,102,10398
Bangalore,Whitefield,2,1,1,1,acept,not furnished,690,4560,120,60,5430
Bangalore,Marathahalli,3,3,5,-,acept,not furnished,0,12750,1251,192,14193
Bangalore,Kanakpura Road,2,2,1,10,acept,furnished,5814,10200,900,132,17046
Bangalore,Hennur Road,3,2,2,5,acept,not furnished,4434,7500,1065,96,13095
Bangalore,Yeshwanthpur,4,3,4,-,acept,not furnished,0,11280,6252,171,17703
Bangalore,Iblur Village,3,2,3,5,acept,not furnished,2460,6600,1050,84,10194
Chennai,Medavakkam,1,1,1,7,acept,not furnished,1650,8400,300,108,10458
Bangalore,Sarjapura - Attibele Road,3,4,3,-,acept,not furnished,0,21000,1377,318,22695
Bangalore,Thanisandra,4,4,2,8,acept,furnished,9000,8400,2490,108,19998
Bangalore,Hoodi,2,1,3,-,acept,not furnished,0,7500,582,114,8196
Bangalore,Electronic City,6,7,5,-,acept,not furnished,0,31980,6501,483,38970
Bangalore,KR Puram,2,2,1,21,acept,not furnished,1440,6000,27,78,7545
Bangalore,Banashankari Stage III,3,2,1,10,acept,not furnished,4179,18468,516,234,23397
Bangalore,Kalena Agrahara,2,2,2,19,acept,not furnished,1650,9000,252,117,11019
Bangalore,Mysore Road,1,1,1,2,acept,furnished,2172,9000,267,117,11556
Chennai,Perungudi,2,1,1,3,not acept,not furnished,750,3300,159,15,4224
Bangalore,Thubarahalli,3,2,2,9,acept,not furnished,2700,11340,300,144,14484
Bangalore,Electronic City Phase II,1,1,0,-,not acept,not furnished,0,5550,501,84,6135
Bangalore,Electronic City,1,2,0,-,not acept,not furnished,12960,9300,0,120,22380
Bangalore,Kogilu,1,1,0,2,not acept,not furnished,0,6180,0,81,6261
Bangalore,Hebbal,4,4,4,14,acept,not furnished,7800,10800,0,138,18738
Bangalore,Kathriguppe,3,4,2,10,acept,not furnished,4215,9600,951,123,14889
Bangalore,Hosakerehalli,3,3,2,2,not acept,not furnished,3795,6600,759,84,11238
Bangalore,Banashankari,4,3,4,-,acept,not furnished,0,18000,2229,273,20502
Bangalore,Hosakerehalli,2,1,3,-,acept,not furnished,0,15000,780,228,16008
Bangalore,Ananth Nagar,3,2,2,1,acept,furnished,4632,23400,1464,297,29793
Bangalore,Kaggadasapura,1,1,1,27,not acept,furnished,1680,15750,300,201,17931
Bangalore,Kothannur,1,1,0,1,not acept,not furnished,0,2730,0,36,2766
Chennai,Irumbuliyur,4,5,2,4,acept,furnished,5862,11400,1416,147,18825
Bangalore,Bellandur,3,2,2,11,acept,not furnished,8250,21000,2190,267,31710
Bangalore,Varthur,3,2,1,6,not acept,furnished,4650,14400,501,183,19734
Bangalore,Nagarbhavi,2,4,4,14,acept,not furnished,10485,10365,4050,132,25032
Chennai,Choolaimedu,3,3,4,-,acept,not furnished,3,11400,1350,174,12927
Bangalore,Tumkur Road,3,4,3,8,acept,not furnished,4800,12600,915,162,18477
Bangalore,Raja Rajeshwari Nagar,1,1,0,-,acept,not furnished,0,3300,90,42,3432
Chennai,Mogappair,2,1,1,4,acept,not furnished,573,3060,0,39,3672
Chennai,Pudupakkam,2,1,1,5,acept,not furnished,1290,3570,141,48,5049
Bangalore,Jakkur,3,4,3,14,acept,furnished,5100,8220,2700,105,16125
Bangalore,Bommasandra Industrial Area,6,6,6,-,acept,not furnished,0,25500,4626,384,30510
Bangalore,Talaghattapura,3,2,1,4,acept,not furnished,4134,9870,837,126,14967
Chennai,Pallavaram,2,1,2,-,acept,not furnished,1026,2724,72,36,3858
Chennai,Thoraipakkam OMR,3,2,2,3,acept,not furnished,1815,5070,204,66,7155
Bangalore,Magadi Road,4,4,4,21,acept,not furnished,14100,42000,5253,534,61890
Bangalore,Marathahalli,4,6,6,17,acept,not furnished,18900,45000,10200,573,74670
Bangalore,Yelahanka,1,1,1,14,acept,not furnished,1671,9000,285,117,11073
Bangalore,Yelahanka,1,1,1,9,not acept,not furnished,1320,8400,300,108,10128
Bangalore,Doddathoguru,2,1,1,9,acept,not furnished,1350,7500,51,96,8997
Bangalore,9th Phase JP Nagar,1,1,0,9,acept,not furnished,1155,6450,120,84,7809
Chennai,Thoraipakkam,4,2,0,-,acept,not furnished,0,7500,552,114,8166
Bangalore,Hennur Road,3,1,0,-,acept,not furnished,0,8100,198,123,8421
Bangalore,Raja Rajeshwari Nagar,1,1,1,24,acept,furnished,1620,6300,420,81,8421
Bangalore,Harlur,3,4,3,1,acept,furnished,15300,33000,5502,420,54210
Bangalore,Electronic City,2,2,1,-,acept,not furnished,0,8400,375,129,8904
Bangalore,Mahalakshmi Puram,3,4,3,17,acept,furnished,6000,18900,1602,240,26742
Bangalore,7th Phase JP Nagar,1,1,0,11,acept,not furnished,975,4350,165,57,5547
Bangalore,Tindlu,3,3,1,11,acept,furnished,8742,22200,1758,282,32970
Bangalore,R.T. Nagar,3,3,2,-,acept,not furnished,0,8400,114,129,8643
Bangalore,Bannerghatta Road,3,4,2,15,not acept,not furnished,6033,12027,1698,153,19911
Bangalore,Haralur Road,3,5,3,2,acept,furnished,2970,33000,852,420,37230
Chennai,Selaiyur,3,2,2,17,acept,not furnished,1710,7200,375,93,9378
Bangalore,Amruthahalli,3,2,1,13,not acept,not furnished,3951,9300,501,120,13872
Bangalore,Rajaji Nagar,2,3,2,4,not acept,not furnished,4800,12000,1251,153,18204
Bangalore,Ambalipura,3,2,2,6,acept,not furnished,3450,9000,1377,117,13944
Bangalore,Budigere,3,2,1,5,acept,furnished,2880,4500,252,60,7692
Chennai,Anna Nagar,3,2,1,1,acept,not furnished,1950,3600,300,48,5898
Bangalore,Sarjapur  Road,1,1,0,2,acept,not furnished,1416,5610,0,72,7098
Bangalore,Kenchenahalli,3,3,0,15,acept,furnished,7650,24900,2127,318,35010
Bangalore,Keshava Nagar,3,3,2,-,acept,not furnished,0,24000,2877,363,27240
Bangalore,Magadi Road,5,2,2,15,acept,not furnished,8400,15000,3252,192,26844
Bangalore,Kengeri,3,2,2,7,acept,not furnished,5319,5895,1323,75,12612
Bangalore,Thanisandra,3,2,3,-,acept,not furnished,0,11850,2400,180,14430
Bangalore,Bellandur,3,3,2,6,acept,not furnished,5097,8400,750,108,14355
Chennai,tambaram west,3,1,1,2,acept,not furnished,1665,3300,150,42,5157
Bangalore,Hegde Nagar,3,2,2,19,acept,not furnished,1440,6900,750,90,9180
Bangalore,Devanahalli,2,2,1,6,acept,not furnished,1950,5670,27,72,7719
Bangalore,Bellandur,3,4,3,3,acept,not furnished,4800,10500,195,135,15630
Bangalore,Kengeri Satellite Town,1,1,1,26,acept,not furnished,1416,6900,177,90,8583
Bangalore,1st Block Jayanagar,3,2,2,7,acept,not furnished,5238,7500,402,96,13236
Bangalore,7th Phase JP Nagar,1,1,0,4,acept,not furnished,0,3000,0,39,4101
Bangalore,Kanakpura Road,2,2,2,11,acept,furnished,2280,11400,396,147,14223
Bangalore,Electronic City Phase II,1,1,0,-,not acept,not furnished,0,2583,0,39,2622
Bangalore,Kothannur,1,1,0,1,not acept,not furnished,0,2550,90,33,2673
Bangalore,KR Puram,1,1,1,10,acept,furnished,2760,9570,927,123,13380
Bangalore,Vittasandra,3,3,2,8,not acept,furnished,4605,26700,1446,339,33090
Bangalore,Sector 2 HSR Layout,1,1,0,18,acept,not furnished,894,6900,75,90,7959
Bangalore,Cooke Town,3,4,4,13,acept,not furnished,5100,18000,1950,231,25281
Bangalore,Electronics City Phase 1,3,2,2,1,acept,not furnished,4545,8700,1200,111,14556
Chennai,Anna Nagar,3,3,2,4,acept,not furnished,1650,4500,459,60,6669
Bangalore,Sarjapura - Attibele Road,3,5,3,10,acept,not furnished,10800,14700,2625,189,28314
Bangalore,7th Phase JP Nagar,2,1,0,-,not acept,not furnished,0,3900,327,60,4287
Bangalore,Vidyaranyapura,1,3,8,-,acept,not furnished,0,9441,0,144,9585
Bangalore,Banashankari,3,6,4,19,acept,not furnished,6600,25500,3105,324,35520
Bangalore,Thanisandra,3,2,4,-,acept,not furnished,0,25500,1221,384,27105
Bangalore,ITPL,4,4,6,-,acept,not furnished,0,15660,4626,237,20523
Bangalore,Old Madras Road,3,3,1,-,acept,furnished,0,19500,69,294,19863
Bangalore,Balagere,8,5,5,-,acept,not furnished,0,24000,3000,363,27363
Chennai,Avadi,1,1,1,2,acept,furnished,1515,4800,177,63,6555
Bangalore,Jigani,4,5,4,-,not acept,furnished,0,38250,6261,576,45090
Bangalore,Tumkur Road,3,4,3,7,not acept,not furnished,4251,15000,1500,192,20943
Bangalore,Begur Road,4,2,1,2,not acept,not furnished,4020,18000,51,231,22302
Bangalore,Hennur Road,3,1,0,13,acept,not furnished,2355,4800,0,63,7218
Bangalore,Jalahalli East,4,6,2,-,acept,not furnished,0,45000,6123,678,51810
Bangalore,Varthur,2,1,1,1,acept,furnished,660,4770,120,63,5613
Bangalore,Chikkalasandra,4,3,4,-,acept,not furnished,0,45000,3750,678,49440
Bangalore,Rachenahalli,2,1,1,1,acept,not furnished,1290,4620,0,60,5970
Chennai,Sholinganallur,1,1,0,3,acept,not furnished,750,3900,225,51,4926
